id_cohorte;effectif;inscriptions;réussites
686;28;B3SSO;B3SSO
687;28;G2PC9;
688;28;-8<--, B5MOS6;B5MOS6
689;28;G5PRQE;
690;28;-8<--, A3AI4;A3AI4
691;28;A3MGO5;A3MGO5
692;28;E4CGR2, E5CGR2;E4CGR2, E5CGR2
693;28;G1MAT9, G2MAT9;G1MAT9, G2MAT9
694;28;D5COP;D5COP
695;28;V3PAI2;
696;28;-8<--, S2TC7;S2TC7
697;28;-8<--, S2GP;S2GP
698;28;L2PSY;
699;28;B1STA, B2STA, B3STE, B4MFST;B1STA, B2STA, B3STE
700;28;;DXDR1, DXDR2
701;28;BUCR1, BUCR2;BUCR1, BUCR2
702;28;B4MQS2, B5MQS2;B4MQS2
703;28;S1MP, S1MP, S2MP;S1MP, S2MP
704;28;-8<--, BUOS2;BUOS2
705;28;B1IFTS, [trou], B3IFTS;B1IFTS, B3IFTS
706;28;B1STA, B2STA, B3STE;B1STA, B2STA, B3STE
707;28;G4INFO, G5EI2D;G4INFO, G5EI2D
708;28;-8<--, L1ANG;
709;28;E4CC;
710;28;A1GBM;
711;28;-8<--, V3RH;V3RH
712;28;V1CJ, V2CJBA;V1CJ
713;28;G5MOD;
714;27;B1SSO, B2SSO, B2SSO;B1SSO
715;27;-8<--, D2DRO;
716;27;B91SMG, B92SMG, B93SMG, B93SMG, B93SMG, B93SMG;B91SMG, B92SMG, B93SMG, B9DM
717;27;B4MES8;B4MES8
718;27;B1IFTS, B2IFTS;B1IFTS, B2IFTS
719;27;-8<--, V1CJ, V2CJ;V1CJ, V2CJ
720;27;V1RT, V2RT;V1RT
721;27;B3SSO3, B3SSO3;B3SSO3
722;27;L1PSY, L2PSY, L3PSY, L3PSY;L1PSY, L2PSY
723;27;-8<--, D1PMS4, D2AES4, D3APS4;D1PMS4, D2AES4, D3APS4
724;27;L2SED;
725;27;L9LS;
726;27;V1CJ2, V2CJ2;V1CJ2
727;27;D4DPI;D4DPI
728;27;-8<--, G5RIM;
729;27;S3MC;S3MC
730;27;B3SVI;B3SVI
731;27;V1GE2, V2FC2;V1GE2, V2FC2
732;27;-8<--, E5MAR;E5MAR
733;27;A3ANP;A3ANP
734;27;C4IEC, C5IEC;C4IEC, C5IEC
735;27;V3SSR;
736;26;B1IFT3, B2IFT3, B3IFT3;B1IFT3, B2IFT3
737;26;V3CCA3;V3CCA3
738;26;VUMEPM;VUMEPM
739;26;L4SED8, L4SED8;L4SED8
740;26;S1MPH;
741;26;BUMT;
742;26;A1CAN;
743;26;S1TC;S1TC
744;26;A1CA, A2CA;A1CA
745;26;B1SSO, B2SSO;B1SSO, B2SSO
746;26;D3AEP;
747;26;-8<--, LXAA1;LXAA1
748;26;G2SPI;G2SPI
749;26;-8<--, L2PSY, L3PSY;L2PSY, L3PSY
750;26;B1SVCS;
751;26;-8<--, L1ESP;
752;26;B1STA, B2STA, B3SEP;B1STA, B2STA
753;26;B1SSOS;
754;26;-8<--, BUSIR;BUSIR
755;26;V3SI5;
756;26;BURP;
757;26;E4BFG2, E5BGR2;E4BFG2, E5BGR2
758;26;S3COL2;S3COL2
759;26;DUNPV;DUNPV
760;26;A3GES4;
761;26;V1IN2, V2IN2;V1IN2, V2IN2
762;26;-8<--, B5MQS2;B5MQS2
763;26;A3AI2;A3AI2
764;26;B1PAES, B1PAES, B2SVI, B3SVI;B2SVI, B3SVI
765;25;G3SPI, G43IR, G53IR;G3SPI, G43IR, G53IR
766;25;B1PAES, B1PAES, B1PAES;
767;25;C1COM, C2COM, C3COM;C1COM, C2COM, C1CII, C3COM
768;25;-8<--, S2PR;S2PR
769;25;V1CJ, V1CJ, V2CJ;V1CJ, V2CJ
770;25;A1CAS;
771;25;-8<--, D1DRO, D1DRO;
772;25;B1PAES, B1PAES, B2SM, B3SM, B3DFAS, B4DFAS, B5DFAS, B91SMG;B1PAES, B2SM, B3SM, B3DFAS, B4DFAS, B5DFAS
773;25;BUIAC, B9AC1, B9AC2;BUIAC, B9AC2
774;25;-8<--, A3ANP;A3ANP
775;25;B4MES8;
776;25;SUCA;SUCA
777;25;-8<--, B2IFVE, B3IFVE, B3IFVE;B2IFVE, B3IFVE
778;25;B4NSP;
779;25;A3DWM2;A3DWM2
780;25;R4ECOG;
781;25;L4LCT;
782;25;A3DWM6;
783;25;V1GA2;
784;25;-8<--, D1SPO;
785;25;V3ASR;V3ASR
786;25;S2TC3;S2TC3
787;25;-8<--, E2EGE;
788;25;S3RIS2;S3RIS2
789;25;-8<--, P2SG;P2SG
790;25;E4MBF, E5BRA;E4MBF, E5BRA
791;25;P1SG, P2SG;P1SG
792;25;D5CDL;D5CDL
793;25;C1COM, C1COM;
794;25;G0INF, G1INF;
795;25;D2DRO6;
796;25;L1PMS5;L1PMS5
797;25;A1GBA, A2GBA, A2GBB;A1GBA, A2GBA, A2GBB
798;25;C4PCM;C4PCM
799;25;G5MS;
800;24;B4MES3;
801;24;V2IN8;V2IN8
802;24;G8MA, G8MA, G8MA, G8MA;
803;24;A3LGD;
804;24;-8<--, L1LAE;
805;24;B4MOS4, B5MES4;B4MOS4, B5MES4
806;24;E4KIP, E5KIP;E5KIP
807;24;R1SCES;
808;24;-8<--, A2GF;A2GF
809;24;-8<--, A3IWD;A3IWD
810;24;V2GR3;V2GR3
811;24;D3DRO;
812;24;L1PSY, L2PSY, L2PSY;L1PSY
813;24;G1PCR;
814;24;A3IWD;A3IWD
815;24;-8<--, G5EID;G5EID
816;24;S3ME2;
817;24;V3MDN1;V3MDN1
818;24;A3MAS2;
819;24;S2GRH7;S2GRH7
820;24;B5IADS;
821;24;G1MAT9, G2MAT9;G1MAT9
822;24;A1GE, A2GMO;A1GE, A2GMO
823;24;G5GPI;G5GPI
824;24;G8IN, G8IN, G8IN, G8IN;
825;24;D5EIE;
826;24;-8<--, D1AES, D1AES;
827;24;V3CB;
828;24;A3AM2;
829;24;R4DRT;
830;24;B9DHG;
831;24;BUCR1;
832;24;B5IFS3;B5IFS3
833;23;D1DRO, D2DRO;D1DRO, D2DRO
834;23;-8<--, A2CG;A2CG
835;23;V1EI, V2EI, V2EI;V1EI, V2EI
836;23;D5CDD;D5CDD
837;23;B4MQS, B5MQS;B4MQS, B5MQS
838;23;L1PSY, L2PSY, L3PSY, L4PSY;L1PSY, L2PSY, L3PSY
839;23;D1AES, D2AES;D1AES, D2AES
840;23;-8<--, V2IDB;V2IDB
841;23;S1GF2, S2GF2;S1GF2, S2GF2
842;23;G2INF;
843;23;A3MGO4;A3MGO4
844;23;S3SBP2;S3SBP2
845;23;S2GCF7;S2GCF7
846;23;L4HSC;
847;23;B5IADS;B5IADS
848;23;V3BA;V3BA
849;23;S3IR2;S3IR2
850;23;-8<--, B1SVI;
851;23;B4PPE;
852;23;B4MES8, B5MES8;B4MES8
853;23;-8<--, LXAA3;LXAA3
854;23;B5RIS3;B5RIS3
855;23;G2PC9;G2PC9
856;23;A1GE, A2GR;A1CII, A1GE, A2GR
857;23;-8<--, D2SPO5, D3SPO5;D2SPO5, D3SPO5
858;23;A3AI;A3AI
859;23;D3DRO;D3DRO
860;23;L1PMS5, L2PSY5;L1PMS5
861;23;-8<--, L1PMS5, D2SPO5, D3SPO5;L1PMS5, D2SPO5, D3SPO5
862;23;E4FGR2, E5CGR2;E4FGR2, E5CGR2
863;23;L1PSY, L2PSY, L2PSY, L3PSY;L1PSY, L2PSY, L3PSY
864;23;S3MDQ2;S3MDQ2
865;23;B1IFT3;
866;23;A1CE, A2CE;A1CE, A2CE
867;23;B6EME, B6EME;
868;23;-8<--, B2SSS5, B3SSS5;B2SSS5, B3SSS5
869;22;L4PSD5;
870;22;S1MP, S2MP;S1MP
871;22;L3LET;
872;22;;LXAB5
873;22;G3SE2;
874;22;V1IN, V1IN, V2IN;V1IN, V2IN
875;22;E5BGR;E5BGR
876;22;-8<--, S3CR;S3CR
877;22;B1SPSM;
878;22;-8<--, DXEN, DXEN;
879;22;A3MGO6;A3MGO6
880;22;A1CS, A2CS;A1CS
881;22;-8<--, L5PEA;L5PEA
882;22;C2COM;
883;22;E4CGR2, E5CGR2;E4CGR2
884;22;D1AES, D1AES, D2AES, D2AES;D1AES
885;22;D4APS;
886;22;E1EGE, E2EGE, E3EFE;E1EGE, E2EGE
887;22;BUSC;
888;22;E1EGE9, E2EGE9;E1EGE9
889;22;A3MAS;
890;22;V3CB2;V3CB2
891;22;V2IN7;
892;22;A1GE, A2GMO;A1GE
893;22;B4IFS3, B5IFS3;B4IFS3, B5IFS3
894;22;-8<--, B2IFVE, B3IFVE;B2IFVE, B3IFVE
895;22;B5IFS7;
896;22;A1CS, A2CS, A3ISA;A1CS, A2CS
897;22;L5TID;
898;22;D1SPO, D2SPO;D1SPO
899;22;G2SPI;
900;22;-8<--, B9AC2;B9AC2
901;22;A1CVT;
902;22;BUOMM1, BUOMM2, BUOMM3;BUOMM1, BUOMM2
903;22;V1CJ, V2CJE;V1CJ
904;22;B5MES5;B5MES5
905;22;-8<--, S2MP;S2MP
906;22;-8<--, A3TC;A3TC
907;22;-8<--, G1PC;
908;22;G1PC, G2PC, G3PC;G1PC, G2PC, G3PC
909;22;-8<--, D2AES;
910;22;-8<--, S3ANP2;S3ANP2
911;22;B1EG8P;
912;22;;B1IFT3
913;22;E1EGEL;
914;21;V1IN, V2IN2;V1IN
915;21;C4IEC;C4IEC
916;21;C4CM;
917;21;E4CC2;
918;21;B3SEP;B3SEP
919;21;LXAB5;LXAB5
920;21;V3EI;V3EI
921;21;-8<--, L1HGE;
922;21;E4MAR, E5MAK;E4MAR, E5MAK
923;21;-8<--, B9SMG3;B9DM, B9SMG3
924;21;G3SE2, G4SE2, G5SE2;G5SE2
925;21;V1GE, V2GMO;V2GMO
926;21;-8<--, B6EME;
927;21;G3INF;
928;21;V1EI, V1EI, V2EI;V1EI, V2EI
929;21;S3MC2;
930;21;BUCHAM;BUCHAM
931;21;V1GE, V2GRH;V1GE, V2GRH
932;21;V3MDN;
933;21;V3PAI;
934;21;E4MBF2, E5CRA2;E4MBF2, E5CRA2
935;21;A3DWM5;
936;21;D4DPI;
937;21;B1SSS, B1SSS;
938;21;B5M3B;B5M3B
939;21;-8<--, L4SLF;
940;21;G4MATH;
941;21;-8<--, B4MQS2, B5MQS2;B4MQS2, B5MQS2
942;21;B1IFAV, B2IFAV, B3IFAV;B1IFAV, B2IFAV
943;21;B1PCCS;
944;21;-8<--, L2PSY5, L3PSY5;L2PSY5, L3PSY5
945;21;BUMS;
946;21;E1EGED;E1EGED
947;21;B1PAES, B1PAES, B2SM, B3SM, B3DFAS, B4DFAS;B1PAES, B2SM, B3SM
948;21;L1PSY, L1PSY, L1PSY;
949;21;-8<--, B4MOS4, B5MOS4;B4MOS4, B5MOS4
950;21;B4SST;B4SST
951;21;L4GPMI;
952;21;B1SSO, B1SSO;B1SSO
953;21;A3WEB2;
954;21;-8<--, B5MOS3;B5MOS3
955;21;-8<--, BUAA1, BUAA2;BUAA1, BUAA2
956;21;LACI, LXAA1;LXAA1
957;21;-8<--, A2SR;A2SR
958;21;C4DIMI;
959;21;BUIAC;BUIAC
960;21;-8<--, C5CRH2;C5CRH2
961;21;G1INF, G1INF, G1INF, G1INF;
962;21;L1LAE;L1LAE
963;21;L1ANG, L2ANG, L2ANG;L1ANG
964;20;A3ASO2;A3ASO2
965;20;-8<--, A3CIW4;A3CIW4
966;20;S3IS2;S3IS2
967;20;B4TPH;B4TPH
968;20;B9SC;
969;20;-8<--, E5BFA;E5BFA
970;20;G5MOD;G5MOD
971;20;S1HS2, S2HS2;S1HS2, S2HS2
972;20;B4NSP, B5NSP;B4NSP
973;20;BUCR1, BUCR2;BUCR1
974;20;G1SPI, G1SPIR;
975;20;B1IFT3, B2IFT3;B1IFT3
976;20;L5MDTI;L5MDTI
977;20;D4REI;D4REI
978;20;C3MUL2;C3MUL2
979;20;-8<--, E5BCE;E5BCE
980;20;L1PSY, L2PSY, L3PSY, L4CPPL;L1PSY, L2PSY, L3PSY
981;20;S1GE, S2GP;S1GE
982;20;A1SR, A2SR;A1SR, A2SR
983;20;G4INFO;
984;20;-8<--, B5ISU;B5ISU
985;20;BUMPH1, BUMPH2;
986;20;;LUFER
987;20;V3CCX3;
988;20;;LXAA1
989;20;E5IMPI;E5IMPI
990;20;E4MCA2, E5CRA2;E4MCA2, E5CRA2
991;20;-8<--, S3SST2;S3SST2
992;20;A1GE, A2GCF;A1GE, A2GCF
993;20;S1TC2;
994;20;B1STA, B1STA, B2STA, B3STA;B1STA, B2STA
995;20;G4GP, G5GPI;G4GP, G5GPI
996;20;-8<--, L1LMO;
997;20;G1INF, G2INF, G3INF, G4INFO, G5PRLS;G1INF, G2INF, G3INF, G4INFO, G5PRLS
998;20;C4CDL2;
999;20;L1LET, L2LET, L3LET;L1LET, L2LET, L3LET
1000;20;D1PMS4, L2PSY4, L3PSY4;D1PMS4, L2PSY4
1001;20;C4IND;C4IND
1002;20;BUBMS;
1003;20;E1EGE, E2EGE, E2EGE;E1EGE
1004;20;L3LET;L3LET
1005;20;G2SPA;G2SPA
1006;20;V2CJ7;V2CJ7
1007;20;-8<--, G5PLS;G5PLS
1008;20;S1TC, S2TC, S2TC;S1TC, S2TC
1009;20;C4CEIA;
1010;20;B4TIB, B5TIB;B4TIB, B5TIB
1011;20;D2AES;
1012;20;-8<--, G5GPR;
1013;20;D5DIM;
1014;20;-8<--, A3AI5;A3AI5
1015;20;-8<--, L3PSY;
1016;20;A3TC;A3TC
1017;20;B91SMG, B92SMG, B93SMG;B91SMG, B92SMG
1018;19;S1HS, S2HS, S3GCA2;S1HS, S2HS, S3GCA2
1019;19;E1EGE, E2EGE, E3ECO;E1EGE, E2EGE, E3ECO
1020;19;L1PSY, L1PSY, L2PSY, L3PSY;L1PSY, L2PSY
1021;19;E3EGG4;
1022;19;L2PSY5, L3PSY5;L2PSY5, L3PSY5
1023;19;VUEIL, VUEIL;VUEIL
1024;19;BUDMG;BUDMG
1025;19;-8<--, D4RSE;
1026;19;D1DRO6;D1DRO6
1027;19;L3IST5, L3IST5;L3IST5
1028;19;B5MOS6;B5MOS6
1029;19;SUETPE;SUETPE
1030;19;-8<--, B4MOS;
1031;19;B3IFTS;B3IFTS
1032;19;-8<--, B2SSS4, B3SSS4;B2SSS4, B3SSS4
1033;19;D5DLF;D5DLF
1034;19;V1GE2, V2GR2;V1GE2, V2GR2
1035;19;C4DIM2, C5DIM2;C4DIM2, C5DIM2
1036;19;B1SVI, B2SVI;B1SVI, B2SVI
1037;19;E5MIF;E5MIF
1038;19;B4MOS3, B5MES3;B4MOS3, B5MES3
1039;19;E4CC2, E5CC2;E4CC2
1040;19;L1PSY, L2PSY, L3PSY, L3PSY;L1PSY, L2PSY, L3PSY
1041;19;C5DC2;C5DC2
1042;19;-8<--, L2PSY;
1043;19;S3FIS2;
1044;19;-8<--, A3IWD2;A3IWD2
1045;19;D5RSE2;D5RSE2
1046;19;S1GE, S2GRH;S1GE, S2GRH
1047;19;-8<--, BUMT;BUMT
1048;19;L1PMS5, B2SSO5, B3SSS5;L1PMS5, B2SSO5
1049;19;V1GE2, V2GCF2;V1GE2, V2GCF2
1050;19;-8<--, A2GBB;A2GBB
1051;19;C4CDL2, C5POL2;C4CDL2, C5POL2
1052;19;B9DCGO;B9DCGO
1053;19;V3SI2;V3SI2
1054;19;E4GFE, E5GFE;E4GFE, E5GFE
1055;19;L3PSY;
1056;19;BUAA1, BUAA2;BUAA1, BUAA2
1057;19;B5MLS;
1058;19;B4MES, B5MES2;B4MES, B5MES2
1059;19;A3MAS3;A3MAS3
1060;19;B1IFLC, B2IFLC;B1IFLC
1061;19;E1EGEL;E1EGEL
1062;19;-8<--, S1TC, S2TC;S1TC, S2TC
1063;19;D1DRO, D1DRO, D1DRO, D1DRO;
1064;18;-8<--, B2STA;
1065;18;B1SL8P;
1066;18;P1TC, P2TC;P1TC, SCLS1E, P2TC
1067;18;SUETPE;
1068;18;-8<--, V3SI;
1069;18;G3INF;G3INF
1070;18;G1SPI9, G2SPI9;G1SPI9
1071;18;B4IAD3;
1072;18;G8MA, G8MA, G8MA;
1073;18;-8<--, S2HS;S2HS
1074;18;B5MOS3;B5MOS3
1075;18;-8<--, A2CS, A3AST;A2CS, A3AST
1076;18;B5IFS3;
1077;18;-8<--, C5DIM;C5DIM
1078;18;L1PSY, L1PSY, L2PSY;L1PSY
1079;18;E1EGE, E1EGE, E2EGE, E3CCFE;E1EGE, E2EGE
1080;18;LCLX2A;LCLX2A
1081;18;-8<--, G8MA;
1082;18;V1IN, V2IN, V2IN;V1IN
1083;18;-8<--, DXEN, DXEN, DXEN;
1084;18;-8<--, E5MAR2;E5MAR2
1085;18;L4MFAN;
1086;18;B1IFDE, B2IFDE, B3IFD3;B1IFDE, B2IFDE
1087;18;C4CL, C5CDL;C4CL, C5CDL
1088;18;L2GEA;
1089;18;-8<--, B1PAES, B1PAES;
1090;18;C4IND, C5IND;C4IND
1091;18;G5MATF;
1092;18;B1SSO4;B1SSO4
1093;18;C4CDL2, C5CDL2;C4CDL2
1094;18;-8<--, G8IN;
1095;18;L3GEO;L3GEO
1096;18;D5DDA6;D5DDA6
1097;18;B1PCP;
1098;18;B91SMG, B92SMG, B93SMG;B91SMG, B92SMG, B93SMG, B9DM
1099;18;BUURT, BUURT;
1100;18;G3PC, G3PC;
1101;18;C4CEM;C4CEM
1102;18;G5SDIA;G5SDIA
1103;18;B1SVI, B1SVI, B1SVI;
1104;18;V1IN, V2IN, V2IN;V1IN, V2IN
1105;18;E4EGC;
1106;18;C4IEC;
1107;18;-8<--, C4CL, C5CL;C4CL, C5CL
1108;18;G5GPI;
1109;18;V3GRH;V3GRH
1110;18;-8<--, BUDIA4;BUDIA4
1111;18;G1INF, G2INF, G3INF, G4INFO, G5EI2D;G1INF, G2INF, G3INF, G4INFO, G5EI2D
1112;18;C4EDI;
1113;18;V1CJ2, V2CJ2;V1CJ2, V1CII, V2CJ2
1114;18;G1MAT, G1MAT, G1MAT;
1115;18;B2MKEF;
1116;18;B4MLS;
1117;18;G4PSM;
1118;18;-8<--, L4PSY, L4PSY;
1119;18;E5BGR7;E5BGR7
1120;18;G5MS;G5MS
1121;18;D1SPO, D2SPO, D3SPO;D1SPO, D2SPO, D1CII, D3SPO
1122;18;G3SC;
1123;18;V1GE2;
1124;18;S3LUX2;S3LUX2
1125;18;A1GB, A2GB;A1GB
1126;18;E4RADM;
1127;18;-8<--, B5MOS5;B5MOS5
1128;18;L4ABPN, L5ABPN;L4ABPN, L5ABPN
1129;18;E2EGE;
1130;18;D1PMS4, D2AES4;D1PMS4
1131;18;L1LMO;
1132;18;C4RHC;C4RHC
1133;18;B1IFLC, B2IFLC, B3IFLC;B2IFLC
1134;18;D1AES, D1AES, D2AES, D3AEE;D1AES, D2AES, D3AEE
1135;18;G5GPI7;
1136;18;-8<--, D1PMS4, D2SPO4, D3SPO4;D1PMS4, D2SPO4, D3SPO4
1137;18;V3DEE2;V3DEE2
1138;18;C2COM, C3COM;C2COM, C3COM
1139;18;B1IFRB, B2IFRB, B3IFRB, B3IFRB;B1IFRB, B2IFRB, B3IFRB
1140;18;BUAR;BUAR
1141;18;-8<--, C5CDE;C5CDE
1142;18;-8<--, E4CCA2, E5CCA2;E4CCA2, E5CCA2
1143;17;B1IFVE, B2IFVE, B3IFVE, B3IFVE;B1IFVE, B2IFVE, B3IFVE
1144;17;A3GES5;
1145;17;-8<--, A2GR;A2GR
1146;17;G3ST, G4ST, G5ST;G3ST, G4ST, G5ST
1147;17;C4RHC, C5RHC;C4RHC
1148;17;S3MDE2;
1149;17;E0EGE;E0EGE
1150;17;B1PAES, [trou], B1PAES;
1151;17;-8<--, A3CIW;A3CIW
1152;17;B4INB;B4INB
1153;17;B2IFAV, B3IFAV;B2IFAV, B3IFAV
1154;17;G2PC;
1155;17;V3MEC2;
1156;17;B1SVES, B1SSOP;B1SVES
1157;17;B1PAES, B1PAES, B2SVI;
1158;17;-8<--, G5MSM;
1159;17;L5PEA;L5PEA
1160;17;L4SED, L5IIST;L4SED, L5IIST
1161;17;-8<--, L3PSY;L3PSY
1162;17;E2EGGH;
1163;17;-8<--, C4CRH2, C5CRH2;C4CRH2, C5CRH2
1164;17;-8<--, A3AI6;A3AI6
1165;17;S3SBP3;S3SBP3
1166;17;G1PI, G2PI, G3SI, G4SI, G5SI;G1PI, G2PI, G3SI, G4SI, G5SI
1167;17;-8<--, L3SED;L3SED
1168;17;E4FPV, E5FPV;E4FPV
1169;17;-8<--, C4DIM, C5DIM;C4DIM, C5DIM
1170;17;B1SSO, B1SSO, B2SSO;B1SSO
1171;17;V1IN, V2IN;V1IN, V2IN, VCLS1A
1172;17;-8<--, A3AST;A3AST
1173;17;L4ABPN;
1174;17;D5DDA;
1175;17;-8<--, D2AES4, D3APS4;D2AES4
1176;17;C5PE2;C5PE2
1177;17;-8<--, L2PSY5, L3PSY5;L2PSY5
1178;17;;LXAA53
1179;17;C1COM, C2COM, C3COM;C1COM, C2COM, C2COM, C3COM
1180;17;B1SVI, B1SVI, B2SVI, B2SVI;B1SVI
1181;17;D1SPO, D2SPO, D3SPO;D1SPO, D2SPO, D3SPO
1182;17;C3SM2;
1183;17;G4MFMI;
1184;17;G5EDAN;G5EDAN
1185;17;-8<--, D4DDA;D4DDA
1186;17;V1CJ, V2CJ;V2CJ
1187;17;L1ANG, L1ANG, L1ANG;
1188;17;B4TIB;B4TIB
1189;17;V3RH;V3RH
1190;17;D3DRO;D1CII, D3DRO
1191;17;-8<--, B4ESS, B5ESS;B4ESS, B5ESS
1192;17;C4RHC;
1193;17;V3CB2;
1194;17;-8<--, G5ST;G5ST
1195;17;B4MES4, B5MES4;B4MES4, B5MES4
1196;17;G8IN, G8IN;
1197;17;L4MFAH;
1198;17;G1SPI;G1SPI
1199;17;B1PAES, B1SVI, B2SVI, B3SVI;B1SVI, B2SVI, B3SVI
1200;17;A1CG, A2CG;A1CG
1201;17;D5ETS;
1202;17;BUPH1C, BUPH2C;BUPH2C
1203;17;-8<--, B4SST, B5SST;B4SST, B5SST
1204;17;B1PAES, B1PAES, B1SVI;B1SVI
1205;17;-8<--, V3BA;V3BA
1206;17;G1DI;G1DI, G1DM
1207;17;E5FIRP;E5FIRP
1208;17;-8<--, BUOS1, BUOS2;BUOS1, BUOS2
1209;17;R4COM;
1210;17;D5CDD;
1211;17;-8<--, D4DPI;
1212;17;L1PSY, L1PSY, L2PSY, L2PSY;L1PSY
1213;17;S1IM, S2IM, S3MIS2;S1IM, S2IM, S3MIS2
1214;17;E5CGR7;E5CGR7
1215;17;G1PC, G1PC, G1PC;
1216;17;D5DPU;
1217;17;V2IN8;
1218;17;B1IFDE, B2IFD3, B3IFD3;B1IFDE, B2IFD3, B3IFD3
1219;17;A1GB, A2GB;A1GB, A2GB
1220;17;V3SSR2;V3SSR2
1221;17;BURP;BURP
1222;17;D1DRO6, D2DRO6, D3DRO6;D1DRO6, D2DRO6, D3DRO6
1223;17;A3GES;
1224;16;R3SDLP;
1225;16;V3SI5;V3SI5
1226;16;A3TC2;A3TC2
1227;16;-8<--, G5PQE;
1228;16;S3HOT2;S3HOT2
1229;16;B1SVG;
1230;16;-8<--, G4SI, G5SI;G4SI, G5SI
1231;16;B1EG8S;
1232;16;B1STA, B2STA, B3STE, B4MFST;B1STA, B2STA, B3STE, B4MFST
1233;16;L3LAE;
1234;16;-8<--, L4EFI;
1235;16;E5EEGP;E5EEGP
1236;16;-8<--, A3AI;A3AI
1237;16;D1PMS4, L2PSY4;D1PMS4
1238;16;L4ETH, L5ETF;L4ETH
1239;16;-8<--, V2IDA, V2IDB;V1IDB, V2IDA, V2IDB
1240;16;-8<--, D2DRO, D3DRO;D2DRO, D1CII, D3DRO
1241;16;D5PCP;D5PCP
1242;16;L2SED;L2SED
1243;16;G8PH, G8PH, G8PH;
1244;16;-8<--, L8PS, L8PS, L8PS;
1245;16;B1PAES, B1SSO;
1246;16;-8<--, BUMM;BUMM
1247;16;L1HK9, L2LET9;
1248;16;C5PSM;C5PSM
1249;16;B1PAES, B1PAES, B2SM, B2SM, B3SM, B3DFAS, B4DFAS, B5DFAS;B1PAES, B2SM, B3SM, B3DFAS, B4DFAS, B5DFAS
1250;16;R1SV;
1251;16;A3CCN2;A3CCN2
1252;16;-8<--, D2DRO, D2DRO;
1253;16;V3ASR2;V3ASR2
1254;16;V3DEE4;
1255;16;C5CDL;C5CDL
1256;16;G1MAT;G1MAT
1257;16;E4MCA2;
1258;16;-8<--, D5ETS;D5ETS
1259;16;L4SED, L4SED;
1260;16;-8<--, L5ETF;L5ETF
1261;16;-8<--, D2AES, D2AES;
1262;16;D1PMS4, B2SSS4;D1PMS4
1263;16;B1SSO5;B1SSO5
1264;16;-8<--, C5CL;C5CL
1265;16;-8<--, G1MIE;
1266;16;L5SDJ;L5SDJ
1267;16;-8<--, E3EGE;
1268;16;E5DP;E5DP
1269;16;B1SSO, B1SSO, B1SSO;
1270;16;-8<--, B9SMG3, B93SMG;B93SMG, B9DM
1271;16;L5TID8;
1272;16;G1INF, G1INFR, G1INF;
1273;16;-8<--, E8SE, E8SE, E8SE;
1274;16;;B1IFRB, B2IFRB, B3IFRB
1275;16;S1HS, S2HS2;S1HS, S2HS2
1276;16;-8<--, G4INF, G5PLS;G4INF, G5PLS
1277;16;G1MAT9, G2PC9;G1MAT9
1278;16;L2LAA;
1279;16;G4ISB, G5ISB;G4ISB, G5ISB
1280;16;G43IR;
1281;16;D5DPU;D5DPU
1282;16;-8<--, D3AEP;
1283;16;BUPB;
1284;16;L3GEO;
1285;16;L5IIST;L5IIST
1286;16;A1CS, A2CS, A3ISA, AUDE;A1CS, A2CS, A3ISA
1287;16;-8<--, E4MAR2, E5MAR2;E4MAR2, E5MAR2
1288;16;-8<--, L5CEA;L5CEA
1289;16;S1HSE2;
1290;16;V3SSR;V3SSR
1291;16;V3SIL2;
1292;16;-8<--, E5IFM;E5IFM
1293;16;-8<--, D8DU, D8DU, D8DU;
1294;16;D5DCO;
1295;16;V1CJ;V1CJ
1296;16;-8<--, D2SPO4, D3SPO4;D2SPO4, D3SPO4
1297;16;B1SVI, B2SVI, B2SVI, B3SVI;B1SVI, B2SVI, B3SVI
1298;16;-8<--, V3MN;V3MN
1299;16;L8PS, L8PS, L8PS;
1300;16;B4INB, B5INB;B4INB, B5INB
1301;16;G3INF, G4INFO, G5EI2D;G3INF, G4INFO, G5EI2D
1302;15;-8<--, V3ASR;V3ASR
1303;15;V3MDN1;
1304;15;-8<--, A3CJV;A3CJV
1305;15;S2TC;S2TC
1306;15;G5MEC;G5MEC
1307;15;B3SSO;
1308;15;-8<--, D5RSE;D5RSE
1309;15;L1LET;L1LET
1310;15;-8<--, B5MOS;
1311;15;LUFER;LUFER
1312;15;G1SPI, G2SPI;G1SPI, G2SPI
1313;15;D1DROS;
1314;15;-8<--, B5BTE;B5BTE
1315;15;G0SPI, G1SPI, G1SPI;
1316;15;-8<--, L4EFI;L4EFI
1317;15;D4PAP4, D5COP4;D4PAP4, D5COP4
1318;15;BUAR;
1319;15;G53IRI;
1320;15;-8<--, E5CEE;E5CEE
1321;15;-8<--, G4INF, G5EID;G4INF, G5EID
1322;15;-8<--, E5CCA2;E5CCA2
1323;15;-8<--, VUMEPM, VUMEPM;
1324;15;B4MQS1, B5MQS1;B4MQS1, B5MQS1
1325;15;E1EGEB, E1EGE;
1326;15;A3GES7;
1327;15;E4MBF;E4MBF
1328;15;L4SED;L4SED
1329;15;D1SPO, D2SPO, D3SPO;D1SPO, D2SPO
1330;15;-8<--, B2STA, B3STA;B2STA, B3STA
1331;15;L5CEA;L5CEA
1332;15;L5TID;L5TID
1333;15;G4PSM, G5MEC;G4PSM, G5MEC
